sa1_main16,bp_Easy,bp_NA,bp_Medium,bp_Hard,n,cf_Hard,cf_Medium,cf_Easy,cf_NA,rg_Easy,rg_Hard,rg_Medium,rg_NA
30403109207,3,3,0,0,6,0,3,3,0,6,0,0,0
30403109208,6,4,0,0,10,3,3,1,3,7,0,0,3
30403109209,0,0,3,0,3,0,3,0,0,3,0,0,0
30403109213,3,11,0,0,14,0,0,3,11,3,0,0,11
30403109214,4,0,0,0,4,0,0,4,0,3,0,1,0
30403109215,3,0,0,0,3,0,0,3,0,3,0,0,0
30403109216,6,2,0,0,8,0,0,6,2,6,0,0,2
30403109301,8,0,0,0,8,0,1,7,0,8,0,0,0
30403109302,0,9,0,0,9,0,0,0,9,0,0,0,9
30403109303,0,1,1,0,2,0,1,1,0,1,0,1,0
30403109304,0,2,0,0,2,0,0,0,2,0,0,0,2
30403109306,2,2,0,0,4,0,2,2,0,2,0,2,0
30403109308,0,1,0,0,1,0,0,1,0,1,0,0,0
30403109309,2,0,2,0,4,2,2,0,0,2,0,2,0
30403109310,0,0,1,0,1,0,1,0,0,0,0,1,0
30403109311,1,0,2,0,3,2,0,1,0,1,2,0,0
30403109312,0,0,2,0,2,2,0,0,0,0,0,2,0
30403109403,0,1,0,0,1,0,0,0,1,0,0,0,1
30403109404,3,0,2,0,5,2,0,3,0,4,1,0,0
30403109405,1,1,1,0,3,0,0,3,0,2,0,1,0
30403109406,1,0,0,0,1,1,0,0,0,0,1,0,0
30403109407,16,0,0,1,17,14,0,3,0,14,2,1,0
30403109408,2,2,1,0,5,2,2,1,0,3,0,2,0
30403109409,0,1,1,0,2,1,0,0,1,1,0,0,1
30403109410,1,0,3,0,4,0,0,4,0,4,0,0,0
30403109411,3,0,0,0,3,0,0,3,0,3,0,0,0
30403109412,3,4,0,2,9,4,3,2,0,5,4,0,0
30403109413,0,3,0,0,3,0,0,3,0,3,0,0,0
30403109414,0,15,0,0,15,0,0,0,15,0,0,0,15
30403109415,0,0,6,0,6,0,0,6,0,6,0,0,0
30403109416,16,0,5,0,21,0,9,12,0,7,5,9,0
30403109417,6,3,0,0,9,0,6,0,3,6,0,0,3
30403109418,4,3,0,0,7,0,2,2,3,4,0,0,3
30403109419,3,0,0,0,3,0,0,3,0,3,0,0,0
30403109421,3,0,0,0,3,0,3,0,0,0,3,0,0
30403109422,4,0,0,0,4,0,0,4,0,4,0,0,0
30403109423,0,1,1,0,2,0,1,1,0,1,0,1,0
30403109424,0,2,0,0,2,0,0,2,0,2,0,0,0
30403109425,6,0,0,0,6,0,3,3,0,3,3,0,0
30403109426,12,0,0,0,12,0,9,3,0,9,0,3,0
30403109427,2,0,0,2,4,0,0,4,0,2,0,2,0
30403109428,1,6,0,3,10,0,0,7,3,3,1,3,3
30403109429,2,0,0,0,2,0,0,2,0,2,0,0,0
30403109430,2,0,0,0,2,0,0,2,0,0,2,0,0
30403109431,1,1,1,0,3,0,0,3,0,2,1,0,0
30403109501,3,0,0,0,3,0,0,3,0,3,0,0,0
30403109503,1,7,0,0,8,0,0,1,7,0,0,1,7
30403109507,1,0,0,0,1,0,0,1,0,1,0,0,0
30403109508,1,0,1,0,2,1,0,1,0,2,0,0,0
30403109509,9,0,0,0,9,0,0,9,0,4,0,5,0
30403109510,5,9,0,0,14,0,0,5,9,0,0,5,9
30403109512,2,0,0,0,2,0,1,1,0,1,0,1,0
30403109513,1,0,0,0,1,1,0,0,0,1,0,0,0
30403109514,1,0,0,0,1,0,1,0,0,0,0,1,0
30403109602,0,0,5,2,7,5,2,0,0,2,2,3,0
30403109603,0,0,3,0,3,0,0,3,0,3,0,0,0
30403109604,0,1,0,0,1,0,0,1,0,1,0,0,0
30403109606,2,0,0,0,2,0,2,0,0,2,0,0,0
30403109608,0,1,0,0,1,0,0,0,1,0,0,0,1
30403109609,4,1,0,0,5,0,0,5,0,1,0,4,0
30403109610,0,1,0,0,1,0,0,1,0,1,0,0,0
30403109611,0,0,3,0,3,0,0,3,0,0,0,3,0
30403109612,0,2,0,0,2,0,0,2,0,2,0,0,0
30403109613,8,3,0,0,11,0,0,11,0,3,5,3,0
30403109614,0,3,2,0,5,0,0,5,0,5,0,0,0
30403109615,6,0,0,0,6,0,0,6,0,6,0,0,0
30403109616,3,0,0,0,3,0,0,3,0,3,0,0,0
30403109618,0,3,3,0,6,0,0,3,3,0,0,3,3
30403109619,1,0,0,0,1,0,0,1,0,1,0,0,0
30403109620,0,2,0,0,2,0,0,2,0,2,0,0,0
30403109621,2,0,0,0,2,0,0,2,0,2,0,0,0
30403109622,7,0,0,0,7,0,0,7,0,0,7,0,0
30403109623,9,1,0,0,10,0,5,5,0,1,9,0,0
30403109701,0,1,0,1,2,1,0,1,0,1,0,1,0
30403109702,2,0,1,0,3,1,0,2,0,3,0,0,0
30403109703,5,1,1,0,7,0,0,7,0,7,0,0,0
30403109704,3,2,0,2,7,3,2,1,1,2,1,3,1
30403109705,0,4,0,0,4,0,0,2,2,2,0,0,2
30403109707,1,0,1,0,2,0,1,1,0,0,2,0,0
30403109708,1,0,0,0,1,0,0,1,0,0,0,1,0
30403109709,4,0,1,1,6,2,0,4,0,2,2,2,0
30403109710,0,2,0,0,2,0,0,2,0,2,0,0,0
30403109711,19,22,0,0,41,0,4,15,22,15,4,0,22
30403109712,3,0,0,0,3,0,0,3,0,0,3,0,0
30403109713,2,1,0,0,3,0,0,3,0,3,0,0,0
30403109714,2,0,7,0,9,1,2,6,0,2,0,7,0
30403109715,0,2,0,0,2,0,0,2,0,2,0,0,0
30403109716,11,1,0,0,12,0,0,12,0,1,0,11,0
30403109717,2,0,0,0,2,1,1,0,0,0,1,1,0
30403109718,6,0,2,0,8,0,4,4,0,6,0,2,0
30403109720,4,2,4,0,10,0,2,8,0,6,2,2,0
30403109721,6,1,0,0,7,3,3,1,0,4,3,0,0
30404109801,6,2,0,0,8,1,1,4,2,6,0,0,2
30404109802,6,0,0,0,6,0,0,6,0,6,0,0,0
30404109803,1,0,0,0,1,0,0,1,0,1,0,0,0
30404109804,0,0,1,0,1,0,0,1,0,1,0,0,0
30404109805,0,0,1,0,1,0,0,1,0,1,0,0,0
30404109806,1,3,1,0,5,1,0,4,0,5,0,0,0
30404109808,7,0,0,0,7,0,0,7,0,7,0,0,0
30404109809,0,2,4,0,6,0,0,6,0,2,0,4,0
30404109810,3,2,0,0,5,3,0,0,2,3,0,0,2
30404109811,3,0,1,0,4,0,0,4,0,2,0,2,0
30404109812,2,9,0,0,11,0,0,11,0,11,0,0,0
30404109813,0,2,0,0,2,1,0,0,1,0,0,1,1
30404109816,6,6,1,0,13,0,2,11,0,13,0,0,0
30404109817,2,2,0,0,4,0,3,1,0,1,2,1,0
30404109901,0,3,0,0,3,0,0,0,3,0,0,0,3
30404110001,1,0,2,0,3,0,2,1,0,1,2,0,0
30404110002,1,0,1,0,2,0,2,0,0,2,0,0,0
30404110003,3,0,2,0,5,1,1,3,0,4,0,1,0
30404110004,2,1,0,0,3,2,1,0,0,3,0,0,0
30404110005,0,2,1,0,3,0,1,1,1,2,0,0,1
30404110006,0,2,0,0,2,0,0,0,2,0,0,0,2
30404110007,0,2,0,0,2,0,0,2,0,2,0,0,0
30404110009,0,1,1,0,2,1,0,1,0,1,0,1,0
30404110010,0,1,2,0,3,0,0,2,1,2,0,0,1
30404110011,2,3,1,0,6,3,0,3,0,5,0,1,0
30404110012,2,1,0,0,3,0,0,3,0,2,0,1,0
30404110013,2,0,0,0,2,1,0,1,0,2,0,0,0
30404110014,1,0,2,0,3,0,1,2,0,0,2,1,0
30404110015,1,0,0,0,1,0,1,0,0,0,0,1,0
30404110016,0,0,3,0,3,1,1,1,0,2,0,1,0
30404110017,2,0,0,0,2,2,0,0,0,2,0,0,0
30404110018,2,0,1,0,3,0,1,2,0,0,0,3,0
30404110019,0,0,1,0,1,1,0,0,0,1,0,0,0
30404110101,0,0,3,0,3,0,2,1,0,3,0,0,0
30404110102,8,0,0,3,11,0,3,8,0,11,0,0,0
30404110103,1,1,4,0,6,3,0,3,0,2,3,1,0
30404110105,0,2,0,0,2,0,0,0,2,0,0,0,2
30404110106,1,0,0,0,1,0,0,1,0,1,0,0,0
30404110110,1,0,0,0,1,0,1,0,0,1,0,0,0
30404110111,0,0,2,2,4,0,2,2,0,4,0,0,0
30404110112,0,0,5,0,5,2,3,0,0,4,1,0,0
30404110113,0,3,2,0,5,1,2,2,0,4,1,0,0
30404110116,3,0,4,2,9,0,7,2,0,7,0,2,0
30404110118,5,2,0,0,7,0,0,7,0,7,0,0,0
30404110119,8,0,0,0,8,0,0,8,0,5,0,3,0
30404110120,2,2,0,0,4,0,0,2,2,2,0,0,2
30404110122,0,7,0,0,7,0,0,7,0,7,0,0,0
30404110201,6,0,0,0,6,0,0,6,0,2,4,0,0
30404110301,18,0,0,0,18,0,8,10,0,7,7,4,0
30404110306,0,3,0,0,3,0,0,3,0,3,0,0,0
30404110307,0,0,3,0,3,0,1,2,0,2,1,0,0
30404110308,0,2,3,0,5,2,1,2,0,3,2,0,0
30404110309,15,0,0,0,15,0,0,15,0,8,0,7,0
30404110311,10,0,0,0,10,0,10,0,0,7,3,0,0
30404110312,0,2,2,0,4,0,2,2,0,2,2,0,0
30404110313,0,0,1,0,1,1,0,0,0,0,0,1,0
30404110315,0,6,0,0,6,0,0,0,6,0,0,0,6
30404110316,1,0,0,0,1,0,0,1,0,1,0,0,0
30404110318,0,0,3,0,3,0,1,2,0,2,1,0,0
30404110319,1,0,0,0,1,1,0,0,0,0,1,0,0
30404110320,2,2,0,0,4,0,2,2,0,2,2,0,0
30404110322,1,0,0,0,1,0,1,0,0,0,0,1,0
30404110323,2,0,3,0,5,0,0,5,0,3,0,2,0
30404110324,7,0,2,0,9,0,2,7,0,9,0,0,0
30404110325,0,1,0,0,1,0,0,1,0,0,0,1,0
30404110326,4,0,0,0,4,0,0,4,0,4,0,0,0
30404110329,3,0,0,0,3,3,0,0,0,3,0,0,0
30404110330,0,2,2,0,4,0,0,4,0,2,0,2,0
30404110331,3,0,2,0,5,3,0,2,0,5,0,0,0
30404110332,0,2,6,0,8,0,0,8,0,2,6,0,0
30404110333,3,0,0,0,3,3,0,0,0,0,3,0,0
30404110334,3,6,0,0,9,0,0,3,6,3,0,0,6
30404110335,6,0,5,0,11,0,0,11,0,2,7,2,0
30404110336,0,0,4,0,4,0,0,4,0,0,4,0,0
30404110337,6,0,0,0,6,3,3,0,0,6,0,0,0
30404110338,6,3,0,0,9,0,3,3,3,0,6,0,3
30404110403,0,0,1,0,1,0,1,0,0,1,0,0,0
30404110404,3,0,1,0,4,0,1,3,0,3,0,1,0
30404110405,0,1,0,0,1,0,0,0,1,0,0,0,1
30404110409,0,3,0,0,3,0,2,0,1,0,2,0,1
30404110410,0,0,1,0,1,0,0,1,0,1,0,0,0
30404110411,8,3,0,0,11,0,6,3,2,4,0,5,2
30404110412,0,0,4,0,4,0,0,4,0,0,3,1,0
30404110413,1,1,0,0,2,0,0,1,1,1,0,0,1
30404110414,0,1,0,0,1,0,0,0,1,0,0,0,1
30404110416,0,0,1,0,1,1,0,0,0,0,0,1,0
30404110421,0,0,1,0,1,0,0,1,0,0,1,0,0
30501110501,1,0,0,0,1,0,1,0,0,0,1,0,0
30501110502,6,27,0,0,33,0,6,24,3,30,0,0,3
30501110503,4,0,0,0,4,0,0,4,0,4,0,0,0
30501110508,0,9,18,0,27,18,0,9,0,18,0,9,0
30501110509,61,18,17,0,96,0,14,64,18,68,0,10,18
30501110512,22,11,9,0,42,0,0,35,7,26,0,9,7
30501110513,5,0,0,0,5,3,1,1,0,2,0,3,0
30501110515,8,0,6,0,14,0,6,8,0,6,8,0,0
30501110516,0,0,8,0,8,0,0,8,0,8,0,0,0
30501110517,12,4,0,0,16,0,6,10,0,4,12,0,0
30501110518,25,3,0,0,28,0,0,28,0,5,23,0,0
30501110519,7,11,20,0,38,0,0,27,11,7,0,20,11
30501110520,0,2,0,0,2,0,0,0,2,0,0,0,2
30501110521,7,24,0,0,31,0,0,31,0,31,0,0,0
30501110522,1,0,0,0,1,0,0,1,0,0,0,1,0
30501110524,0,7,0,0,7,0,0,0,7,0,0,0,7
30501110526,11,0,0,0,11,0,0,11,0,11,0,0,0
30501110527,6,0,0,0,6,3,3,0,0,3,0,3,0
30501110601,12,1,0,0,13,7,5,1,0,1,0,12,0
30501110603,1,6,0,0,7,0,1,6,0,7,0,0,0
30501110604,9,1,0,0,10,0,9,1,0,10,0,0,0
30501110605,14,0,0,0,14,12,0,2,0,2,0,12,0
30501110606,0,0,6,0,6,0,0,6,0,6,0,0,0
30501110607,0,14,0,0,14,0,0,0,14,0,0,0,14
30501110608,38,0,10,3,51,1,12,38,0,38,11,2,0
30501110609,8,4,0,0,12,0,6,6,0,10,0,2,0
30501110610,0,4,0,0,4,0,0,4,0,4,0,0,0
30501110611,1,0,0,0,1,1,0,0,0,1,0,0,0
30501110612,5,2,6,0,13,11,0,0,2,6,0,5,2
30501110613,12,0,1,0,13,6,7,0,0,7,0,6,0
30501110701,2,0,0,1,3,0,1,2,0,1,2,0,0
30501110705,0,1,0,0,1,0,0,1,0,1,0,0,0
30501110706,0,0,1,0,1,0,1,0,0,0,0,1,0
30501110707,3,0,3,0,6,4,2,0,0,3,1,2,0
30501110708,0,1,0,0,1,0,0,0,1,0,0,0,1
30501110709,0,0,3,0,3,3,0,0,0,2,1,0,0
30501110711,3,3,0,0,6,0,0,3,3,0,0,3,3
30501110712,3,0,0,0,3,0,0,3,0,3,0,0,0
30501110713,2,0,0,0,2,0,2,0,0,0,2,0,0
30501110714,2,0,0,0,2,0,0,2,0,2,0,0,0
30501110715,0,1,0,0,1,0,0,1,0,1,0,0,0
30501110802,0,2,0,0,2,0,0,0,2,0,0,0,2
30501110804,1,0,0,0,1,0,1,0,0,0,1,0,0
30501110805,2,1,0,0,3,1,0,1,1,2,0,0,1
30501110806,0,5,0,0,5,0,0,3,2,3,0,0,2
30501110809,7,0,0,0,7,0,7,0,0,0,7,0,0
30501110810,3,0,0,0,3,0,0,3,0,3,0,0,0
30501110811,3,0,0,0,3,3,0,0,0,3,0,0,0
30501110812,7,4,0,0,11,0,0,7,4,0,7,0,4
30501110813,0,2,0,0,2,0,0,0,2,0,0,0,2
30501110814,0,1,0,0,1,0,0,0,1,0,0,0,1
30501110815,3,2,0,0,5,0,0,3,2,3,0,0,2
30501110816,2,0,0,0,2,0,2,0,0,2,0,0,0
30501110901,0,4,0,0,4,0,0,0,4,0,0,0,4
30501110902,3,0,0,0,3,0,3,0,0,3,0,0,0
30501110903,4,2,0,0,6,0,0,6,0,4,2,0,0
30501110904,0,3,0,0,3,0,0,3,0,3,0,0,0
30501110905,0,2,0,0,2,0,0,2,0,2,0,0,0
30501110906,0,2,0,0,2,0,0,2,0,2,0,0,0
30501110908,3,0,0,0,3,0,3,0,0,3,0,0,0
30501110909,4,0,0,0,4,1,0,3,0,4,0,0,0
30501110910,2,0,0,0,2,0,0,2,0,2,0,0,0
30501110911,2,0,0,0,2,1,0,1,0,2,0,0,0
30501110912,2,0,0,0,2,0,0,2,0,2,0,0,0
30501110913,2,0,0,0,2,0,0,2,0,1,0,1,0
30501110914,0,2,2,0,4,2,0,0,2,2,0,0,2
30501110915,1,0,0,0,1,0,0,1,0,1,0,0,0
30501110916,1,0,0,0,1,0,1,0,0,0,0,1,0
30501110917,8,0,0,0,8,2,1,5,0,5,1,2,0
30501110918,1,1,0,0,2,1,0,1,0,2,0,0,0
30501110919,3,1,0,0,4,0,1,2,1,0,1,2,1
30501110921,5,4,0,0,9,1,0,8,0,4,0,5,0
30501110922,4,0,0,0,4,0,0,4,0,4,0,0,0
30501110923,2,2,1,0,5,2,0,1,2,1,0,2,2
30501110924,1,1,0,0,2,0,1,1,0,1,1,0,0
30501110925,0,0,0,1,1,0,0,1,0,0,0,1,0
30501110926,4,0,0,0,4,0,0,4,0,4,0,0,0
30501110927,1,1,0,0,2,0,0,2,0,1,1,0,0
30501110930,3,0,0,0,3,0,0,3,0,0,0,3,0
30501111001,1,42,0,0,43,0,1,0,42,1,0,0,42
30501111002,5,1,1,0,7,0,5,2,0,6,1,0,0
30501111004,1,0,4,0,5,0,1,4,0,5,0,0,0
30501111006,0,69,0,0,69,0,0,0,69,0,0,0,69
30501111008,0,24,0,0,24,0,0,0,24,0,0,0,24
30501111011,2,0,0,0,2,2,0,0,0,0,1,1,0
30501111013,0,1,0,0,1,0,0,0,1,0,0,0,1
30501111014,4,1,0,0,5,0,0,5,0,5,0,0,0
30501111015,4,0,0,0,4,0,4,0,0,4,0,0,0
30501111016,0,57,0,0,57,0,0,0,57,0,0,0,57
30501111017,0,8,5,0,13,0,5,0,8,5,0,0,8
30501111018,6,2,1,0,9,1,1,7,0,7,1,1,0
30501111101,6,0,0,0,6,2,4,0,0,2,2,2,0
30501111102,3,1,0,0,4,0,0,4,0,4,0,0,0
30501111104,6,0,0,0,6,0,6,0,0,0,6,0,0
30501111105,10,4,1,0,15,5,0,10,0,5,10,0,0
30501111106,1,4,0,0,5,0,0,4,1,3,0,1,1
30501111107,6,3,0,0,9,0,0,9,0,3,1,5,0
30501111108,6,0,0,0,6,0,3,3,0,3,3,0,0
30501111109,16,5,0,1,22,7,10,5,0,9,3,10,0
30501111110,3,0,0,0,3,3,0,0,0,3,0,0,0
30501111111,4,0,0,0,4,0,4,0,0,4,0,0,0
30501111112,5,4,0,1,10,2,3,5,0,5,5,0,0
30501111113,5,3,3,0,11,6,2,0,3,3,3,2,3
30501111202,6,0,0,0,6,0,5,1,0,4,0,2,0
30501111203,4,0,0,0,4,0,2,2,0,2,0,2,0
30501111204,7,1,2,0,10,0,7,2,1,6,0,3,1
30501111205,0,0,0,1,1,0,0,1,0,0,0,1,0
30501111206,3,0,0,0,3,0,0,3,0,0,2,1,0
30501111207,5,0,0,0,5,3,2,0,0,3,2,0,0
30501111208,4,0,1,0,5,0,5,0,0,3,0,2,0
30501111209,2,1,0,0,3,2,0,1,0,3,0,0,0
30501111210,3,0,1,0,4,0,0,4,0,3,0,1,0
30501111211,1,0,1,0,2,0,1,1,0,0,1,1,0
30501111212,5,0,0,1,6,0,5,1,0,5,0,1,0
30501111213,0,1,6,0,7,0,6,0,1,3,3,0,1
30501111215,2,4,3,0,9,0,3,2,4,0,3,2,4
30501111216,0,0,3,0,3,0,3,0,0,0,0,3,0
30501111217,4,1,1,0,6,0,1,5,0,5,0,1,0
30501111219,2,0,1,0,3,0,3,0,0,3,0,0,0
30501111220,0,1,1,0,2,0,0,2,0,1,0,1,0
30501111221,0,1,0,0,1,0,0,1,0,1,0,0,0
30501111222,2,0,0,0,2,0,2,0,0,0,0,2,0
30501111223,1,2,2,0,5,0,0,3,2,3,0,0,2
30502111301,5,6,2,0,13,0,2,11,0,6,7,0,0
30502111302,8,0,0,0,8,0,4,4,0,8,0,0,0
30502111303,0,0,3,0,3,0,3,0,0,3,0,0,0
30502111304,0,3,3,0,6,3,0,3,0,6,0,0,0
30502111305,6,0,0,0,6,3,0,3,0,3,0,3,0
30502111306,0,4,0,0,4,0,0,4,0,4,0,0,0
30502111307,0,6,0,0,6,0,3,3,0,3,3,0,0
30502111308,0,4,0,0,4,0,0,4,0,4,0,0,0
30502111309,0,3,0,0,3,0,0,0,3,0,0,0,3
30502111310,1,0,3,0,4,0,4,0,0,3,0,1,0
30502111401,3,0,0,0,3,0,3,0,0,3,0,0,0
30502111402,2,1,3,0,6,0,0,6,0,5,1,0,0
30502111403,5,5,0,0,10,3,0,5,2,7,1,0,2
30502111404,2,11,0,5,18,1,2,15,0,18,0,0,0
30502111406,3,0,5,0,8,0,0,8,0,3,5,0,0
30502111407,1,2,0,0,3,0,0,3,0,3,0,0,0
30502111408,2,0,0,0,2,0,1,1,0,2,0,0,0
30502111409,0,3,0,0,3,0,0,3,0,3,0,0,0
30502111410,0,3,0,0,3,0,0,3,0,3,0,0,0
30502111411,6,0,0,0,6,4,0,2,0,2,0,4,0
30502111412,4,0,0,0,4,0,0,4,0,4,0,0,0
30502111413,12,0,0,0,12,0,8,4,0,4,0,8,0
30502111501,0,2,0,0,2,0,0,0,2,0,0,0,2
30502111502,9,4,5,0,18,5,5,4,4,9,0,5,4
30502111505,4,6,0,0,10,0,0,10,0,6,0,4,0
30502111506,2,4,0,0,6,0,0,6,0,6,0,0,0
30502111507,4,0,0,0,4,0,2,2,0,2,0,2,0
30502111508,2,5,0,0,7,0,0,4,3,4,0,0,3
30502111509,0,2,0,0,2,0,2,0,0,2,0,0,0
30502111510,5,0,5,0,10,5,0,5,0,10,0,0,0
30502111511,7,2,0,0,9,0,0,9,0,9,0,0,0
30502111512,5,0,0,0,5,0,0,5,0,5,0,0,0
30502111513,0,4,4,0,8,4,0,4,0,4,0,4,0
30502111601,1,0,0,0,1,1,0,0,0,1,0,0,0
30502111602,1,0,0,0,1,0,0,1,0,1,0,0,0
30502111603,0,1,0,0,1,0,0,1,0,1,0,0,0
30502111604,1,1,1,1,4,1,0,3,0,3,0,1,0
30502111606,0,0,0,3,3,0,0,3,0,3,0,0,0
30502111607,2,1,0,0,3,1,1,1,0,3,0,0,0
30502111608,3,2,0,0,5,0,1,4,0,5,0,0,0
30502111609,2,4,0,0,6,0,0,6,0,4,2,0,0
30502111610,8,0,0,0,8,4,4,0,0,0,4,4,0
30502111611,0,1,0,0,1,0,0,0,1,0,0,0,1
30502111701,0,2,0,0,2,0,0,2,0,2,0,0,0
30502111704,9,3,4,4,20,6,3,11,0,20,0,0,0
30502111705,4,0,0,0,4,1,0,3,0,3,0,1,0
30502111707,3,0,0,0,3,0,0,3,0,0,0,3,0
30502111708,0,3,0,0,3,0,0,3,0,3,0,0,0
30502111709,8,0,1,0,9,0,0,9,0,8,0,1,0
30502111710,0,3,0,0,3,0,0,3,0,3,0,0,0
30502111711,0,3,0,0,3,0,0,3,0,3,0,0,0
30502111712,3,0,0,0,3,0,0,3,0,3,0,0,0
30502111713,0,3,0,0,3,0,0,3,0,3,0,0,0
30502111715,1,1,0,0,2,0,0,2,0,2,0,0,0
30502111716,0,0,8,0,8,0,8,0,0,0,4,4,0
30502111717,3,0,0,0,3,0,0,3,0,3,0,0,0
30502111718,0,3,0,0,3,0,0,3,0,3,0,0,0
30502111719,1,0,0,0,1,1,0,0,0,0,0,1,0
30502111720,1,1,1,0,3,2,0,1,0,3,0,0,0
30502111721,0,0,3,0,3,0,0,3,0,0,3,0,0
30502111723,1,1,0,0,2,0,0,1,1,1,0,0,1
30502111724,4,0,0,0,4,0,1,3,0,0,2,2,0
30502111725,11,0,0,0,11,0,3,8,0,8,0,3,0
30502111726,3,0,0,0,3,0,0,3,0,0,0,3,0
30502111727,1,1,3,0,5,3,1,0,1,0,3,1,1
30502111728,4,0,1,1,6,0,0,6,0,4,1,1,0
30502111729,6,0,5,0,11,0,5,6,0,11,0,0,0
30502111731,3,1,1,0,5,0,0,5,0,4,0,1,0
30502111732,3,0,0,0,3,0,3,0,0,3,0,0,0
30502111733,0,3,0,0,3,0,0,3,0,3,0,0,0
30502111801,0,0,1,0,1,1,0,0,0,1,0,0,0
30502111802,5,2,2,0,9,2,5,2,0,9,0,0,0
30502111803,2,0,4,0,6,0,2,4,0,2,0,4,0
30502111804,6,0,0,0,6,0,2,4,0,2,2,2,0
30502111805,2,0,0,0,2,0,0,2,0,2,0,0,0
30502111806,7,2,0,0,9,0,7,2,0,7,0,2,0
30502111807,0,1,0,0,1,0,0,1,0,1,0,0,0
30502111808,0,3,0,0,3,0,0,0,3,0,0,0,3
30502111810,4,0,0,0,4,0,0,4,0,0,0,4,0
30502111811,0,4,0,0,4,0,0,0,4,0,0,0,4
30502111813,0,15,0,0,15,0,0,10,5,10,0,0,5
30502111814,4,0,0,0,4,0,0,4,0,0,0,4,0
30502111815,0,9,0,0,9,0,0,4,5,4,0,0,5
30503111901,0,1,0,0,1,0,0,1,0,1,0,0,0
30503111904,1,2,0,0,3,0,0,3,0,2,0,1,0
30503111905,0,0,1,0,1,0,0,1,0,1,0,0,0
30503111906,1,0,0,0,1,0,0,1,0,0,0,1,0
30503111907,6,0,0,0,6,0,0,6,0,3,0,3,0
30503111909,3,2,0,0,5,0,0,5,0,5,0,0,0
30503111912,1,0,0,0,1,1,0,0,0,0,1,0,0
30503111913,9,3,0,0,12,1,4,7,0,12,0,0,0
30503112001,2,2,0,0,4,0,0,2,2,2,0,0,2
30503112002,5,0,0,0,5,0,0,5,0,5,0,0,0
30503112003,0,4,0,2,6,0,0,6,0,6,0,0,0
30503112004,0,2,0,0,2,0,0,0,2,0,0,0,2
30503112005,0,2,0,0,2,0,0,2,0,2,0,0,0
30503112006,9,0,0,0,9,0,7,2,0,3,0,6,0
30503112007,2,0,2,0,4,2,0,2,0,4,0,0,0
30503112008,0,3,3,3,9,0,0,9,0,9,0,0,0
30503112009,3,3,0,0,6,0,0,6,0,6,0,0,0
30503112010,4,0,2,0,6,0,2,4,0,4,0,2,0
30503112011,0,6,0,2,8,4,0,4,0,6,0,2,0
30503112012,0,0,0,2,2,2,0,0,0,2,0,0,0
30503112013,2,2,0,0,4,0,0,4,0,4,0,0,0
30503112014,2,2,0,0,4,0,0,4,0,4,0,0,0
30503112016,1,0,0,0,1,0,1,0,0,0,0,1,0
30503112101,0,5,0,0,5,0,0,5,0,5,0,0,0
30503112102,0,3,0,1,4,0,0,4,0,3,1,0,0
30503112103,0,4,0,0,4,0,0,4,0,4,0,0,0
30503112104,2,2,0,0,4,2,0,2,0,4,0,0,0
30503112105,2,0,0,0,2,0,0,2,0,2,0,0,0
30503112106,2,0,0,0,2,0,0,2,0,2,0,0,0
30503112107,3,0,2,0,5,4,1,0,0,5,0,0,0
30503112108,1,1,0,0,2,0,0,2,0,2,0,0,0
30503112109,5,0,0,0,5,0,4,1,0,5,0,0,0
30503112110,1,5,0,0,6,0,1,5,0,6,0,0,0
30503112111,2,1,0,1,4,0,1,3,0,1,0,3,0
30503112112,8,0,0,0,8,2,3,3,0,6,0,2,0
30503112201,1,1,2,0,4,0,2,2,0,4,0,0,0
30503112202,3,2,0,0,5,0,3,2,0,5,0,0,0
30503112203,3,0,0,0,3,0,3,0,0,3,0,0,0
30503112204,2,0,0,0,2,0,2,0,0,2,0,0,0
30503112205,0,3,0,0,3,1,0,2,0,2,1,0,0
30503112207,2,0,0,0,2,2,0,0,0,2,0,0,0
30503112208,1,0,0,0,1,0,1,0,0,1,0,0,0
30503112209,2,2,0,0,4,0,2,2,0,2,2,0,0
30503112210,1,0,0,0,1,0,0,1,0,1,0,0,0
30503112211,2,0,0,0,2,0,1,1,0,2,0,0,0
30503112212,0,4,0,0,4,0,0,4,0,4,0,0,0
30503112213,2,0,0,0,2,0,0,2,0,2,0,0,0
30503112214,0,2,0,0,2,0,0,2,0,2,0,0,0
30503112215,2,8,0,0,10,0,2,2,6,4,0,0,6
30503112216,2,1,0,0,3,0,2,1,0,3,0,0,0
30503112217,6,2,1,0,9,5,1,2,1,2,1,5,1
30503112218,2,6,0,0,8,0,2,0,6,0,0,2,6
30503112219,3,0,0,0,3,0,3,0,0,0,0,3,0
30503112220,0,0,2,0,2,0,2,0,0,0,0,2,0
30503112221,1,0,0,0,1,0,1,0,0,0,0,1,0
30503112222,2,0,2,0,4,4,0,0,0,2,2,0,0
30503112223,2,0,2,0,4,0,4,0,0,0,0,4,0
30503112301,11,1,0,0,12,1,5,6,0,4,3,5,0
30503112302,4,2,0,0,6,0,4,2,0,2,2,2,0
30503112303,5,0,0,0,5,0,0,5,0,2,3,0,0
30503112305,5,1,0,0,6,0,1,5,0,2,3,1,0
30503112306,1,6,0,0,7,0,1,2,4,2,0,1,4
30503112307,5,0,0,0,5,0,0,5,0,5,0,0,0
